##########
Profile for 12h LTST, a latitude of 18.45 deg North and a longitude of 77.4 deg East at Ls=180deg
##########
Altitude,wind,w_l,t,p,rho,vmr_co2,vmr_ar,vmr_n2,vmr_o2,Cp,vmr_h2o,Att_1Hz,C_1Hz,Att_10Hz,C_10Hz,Att_100Hz,C_100Hz,Att_1000Hz,C_1000Hz,Att_10000Hz,C_10000Hz,Att_100000Hz,C_100000Hz,Att_84Hz,C_84Hz,Att_168Hz,C_168Hz
58.1176,2.41608,0.000724361,234.426,645.368,0.0143994,0.949968,0.0202395,0.0270024,0.00157816,788.876,0.000233257,1.49191006780844e-05,244.258351237623,0.000598663622517408,244.389907323993,0.0336208588144239,247.122464889094,0.0801670977528919,250.882289332456,0.30852038004274,250.972018841638,23.0397932233788,250.972928588917,0.027123092466504,246.580545814935,0.0534572358605764,248.78965925613
60.7353,2.42434,0.000755811,234.394,645.228,0.0143983,0.949968,0.0202395,0.0270024,0.00157816,788.839,0.000233257,1.491528902088e-05,244.242802937682,0.000598906285610663,244.37427820398,0.0336165751624274,247.108042879873,0.080096069560673,250.864330805472,0.308471119086493,250.953902321218,23.0421620074101,250.954810449067,0.0271227648877794,246.566136684455,0.053431628095862,248.77441246327
63.3529,2.43254,0.00078726,234.361,645.087,0.0143972,0.949968,0.0202395,0.0270024,0.00157816,788.802,0.000233258,1.4912215953001e-05,244.227877495603,0.000599189630279102,244.359278345406,0.0336142720588587,247.09445910607,0.0800289128326301,250.847421008717,0.308445299440689,250.936838678952,23.04650823263,250.937745229247,0.0271240874256834,246.552528566052,0.0534088735509477,248.76010681161
65.9706,2.44072,0.000818709,234.328,644.947,0.014396,0.949968,0.0202395,0.0270024,0.00157816,788.765,0.000233258,1.49102007004502e-05,244.216401553387,0.000599515128310085,244.347741427348,0.0336142458182665,247.084610019062,0.0799667314384076,250.83461415845,0.308402308540446,250.923886911174,23.0486156247919,250.924791974497,0.0271272574585519,246.5426020121,0.0533896916812788,248.749698464552
68.5882,2.44895,0.000850156,234.296,644.806,0.0143949,0.949968,0.0202395,0.0270024,0.00157816,788.728,0.000233259,1.4905324618881e-05,244.197390981233,0.000599716149346755,244.328637273504,0.0336076006275226,247.066437454475,0.0798907731279047,250.812537355373,0.30835899169789,250.901644117557,23.0520827719942,250.902547480641,0.027125019179764,246.524497808901,0.0533604169990013,248.730532254592
71.2059,2.45405,0.000881605,234.263,644.666,0.0143937,0.949968,0.0202395,0.0270024,0.00157816,788.69,0.000233259,1.49022364517157e-05,244.182453933081,0.000599999027456059,244.313626290701,0.0336052240864915,247.052834842927,0.0798238028572758,250.795613111179,0.308329570256989,250.884566975411,23.0560446129557,250.885468770837,0.0271262797501885,246.51087308173,0.0533376160564809,248.716203294558
73.8235,2.45548,0.000913055,234.231,644.525,0.0143926,0.949968,0.0202395,0.0270024,0.00157816,788.653,0.00023326,1.4898430274534e-05,244.166899329511,0.000600243334821647,244.297991780692,0.0336008543831599,247.03840835628,0.079752928161234,250.777647958827,0.30828461333796,250.866444769631,23.0588306800438,250.867344955539,0.0271258953610614,246.496461812193,0.0533118852846959,248.700944514868
76.4412,2.45697,0.000944504,234.198,644.385,0.0143914,0.949967,0.0202395,0.0270024,0.00157817,788.616,0.00023326,1.4895337780296e-05,244.152083168816,0.000600526743106866,244.283102104951,0.0335984258778503,247.024929754681,0.0796859674409713,250.760847297269,0.308258745821317,250.849491560279,23.0631498457894,250.850390182221,0.0271271206869397,246.482961716045,0.0532889980956675,248.686737118591
79.0588,2.45842,0.000975953,234.165,644.244,0.0143903,0.949967,0.0202395,0.0270024,0.00157817,788.579,0.000233261,1.48922559162492e-05,244.137142410036,0.00060081100139846,244.268087967419,0.0335959973135934,247.01132674571,0.0796188569075811,250.743918733995,0.308214507116401,250.832410526322,23.0656281465271,250.833307585148,0.0271283504521282,246.469337858488,0.0532661010355515,248.672402837689
81.6765,2.45992,0.0010074,234.133,644.104,0.0143892,0.949967,0.0202395,0.0270024,0.00157817,788.542,0.000233262,1.48884387164352e-05,244.121583790471,0.000601054930200638,244.252449961484,0.0335915650106931,246.996889519942,0.0795483835898311,250.725949117215,0.308184575035997,250.814284850641,23.0698895925516,250.815180310317,0.0271279118611118,246.454917906112,0.0532403472382247,248.657129588642
84.2941,2.46141,0.00103885,234.1,643.964,0.014388,0.949967,0.0202395,0.0270024,0.00157817,788.505,0.000233262,1.48853461637079e-05,244.106640326008,0.000601338671258178,244.23743345728,0.0335890908278103,246.983277825059,0.0794815082257041,250.709017255324,0.308143873621848,250.797201256921,23.0727001749603,250.798095161173,0.0271291004282173,246.441286877481,0.0532174400856093,248.642784190493
86.9118,2.46293,0.0010703,234.068,643.823,0.0143869,0.949967,0.0202395,0.0270024,0.00157817,788.468,0.000233263,1.48835183437416e-05,244.095676304323,0.000601663897406961,244.226412683476,0.0335891563996397,246.973934955716,0.0794213838074553,250.696810838588,0.308102823397153,250.784855330518,23.0747888798594,250.785747803604,0.027132295540091,246.431867007758,0.0531988403809883,248.63289729499
89.5294,2.46446,0.00110175,234.035,643.683,0.0143857,0.949967,0.0202395,0.0270024,0.00157817,788.431,0.000233263,1.48784425321612e-05,244.076133231536,0.00060186785808951,244.20677467466,0.0335821152628526,246.95522640365,0.0793441874981686,250.674110313186,0.308070123176489,250.76198720165,23.079453066673,250.762877958487,0.0271298063808272,246.413235211732,0.0531686708663588,248.613156857155
92.1471,2.46667,0.00113078,234.014,643.542,0.0143839,0.949967,0.0202395,0.0270025,0.00157817,788.407,0.000233264,1.48766910887902e-05,244.066310428674,0.000602083481150756,244.196904248693,0.0335802769876229,246.946446266929,0.0792943956828268,250.662887827359,0.308060297250103,250.750652468868,23.0836142329188,250.75154207503,0.0271307178645969,246.404434481197,0.0531515229129903,248.603844924791
94.7647,2.46906,0.00115924,233.996,643.401,0.0143819,0.949967,0.0202395,0.0270025,0.00157817,788.386,0.000233264,1.48755037481702e-05,244.0580621592,0.000602291336809185,244.188616953841,0.0335791588659521,246.939219968382,0.0792502131078727,250.65351668068,0.308054671028537,250.741180902169,23.0876217716117,250.742069478686,0.0271320071277427,246.397176879096,0.0531367362119445,248.596170808182
